,Document,SVM,Naive-Bayes
73,"b'Sella wants Michalak recall\n\nFormer France centre Philippe Sella believes coach Bernard Laporte must recall Frederic Michalak to give his side any chance of beating Ireland.\n\nSella admitted he had been impressed by current fly-half Yann Delaigue in the RBS Six Nations to date. But he told BBC Sport: ""Michalak is the answer both now and for the future. Delaigue deserved his chance but the time has come to bring back Michalak. ""He does have weaknesses but has the all-round game to upset Ireland."" The 22-year-old Michalak has spent much of the tournament on the bench after Delaigue impressed for Castres early in the season. With Michalak overlooked, the French stuttered to narrow wins over Scotland and then England before ironically playing their best rugby in the defeat to Wales. ""The Wales game was amazing to watch but never did I think the French could lose that game at half-time,"" said Sella.\n\n""Their only mistakes were that they didn\'t score enough points in the first half and were a little bit less focused in the second... but only a little bit."" Sella, however, insisted the pressure had eased on the under-fire Laporte, despite the defeat at the Stade de France. ""This season is very important for shaping a team for the 2007 World Cup,"" said Sella, ""which Laporte is doing very well. The French get better every game. ""It\'s difficult, though, when you change a team and you change your tactics as everything has to gel. ""But he has the players and the talent to take them all the way to World Cup victory. ""As a result, it is important that people give him time. It may not seem good now that we\'re not winning the Grand Slam but no one will care in two years time if we\'re world champions.""\n\nThe majority of media criticism centred on the way in which France produced a performance devoid of running rugby in their opening two games. But while Sella admitted he liked the more flowing style employed against Wales, he said ""the win was most important"". ""Winning is all that matters,"" he added. ""Ok, the flair may not have been so good, but the discipline, organisation and defence was there, which are all important ahead of 2007."" France play what Sella believes is their hardest game of the Six Nations against Ireland in Dublin on Saturday 12 March. The French go into the game as clear underdogs. But Sella added: ""People forget that France can still win the Six Nations and they\'ll be focused on that. ""But Ireland will be going for even more in front of their home crowd. It\'s going to be tough.""\n'",sport,sport
74,"b'Berlin celebrates European cinema\n\nOrganisers say this year\'s Berlin Film Festival, which opens on Thursday with period epic Man to Man, will celebrate a revitalised European cinema.\n\nOf the 21 films in competition for the Golden and Silver Bear awards, more than half are from Europe with France particularly well represented. Festival director Dieter Kosslick says this strong showing signals ""a new consciousness for European films"". ""They\'re on an incredible winning streak,"" he told the Reuters agency. ""This isn\'t to say there aren\'t any good American films,"" he continued. ""It\'s just that there are more good European films.""\n\nHowever, Mr Kosslick refused to accept that widespread opposition to the Iraq war had turned audiences against Hollywood imports. ""There is no anti-American mood,"" he said. Some 350 films will be screened at this year\'s festival, with a further 300 shown at the European Film Market that runs alongside it. More than a dozen celebrities are scheduled to attend, among them Will Smith, Kevin Spacey and Keanu Reeves. But Mr Kosslick says more would be coming had the Academy Awards not been brought forward to 27 February. ""I\'m not worried that we won\'t be able to fill the red carpet with stars,"" he said, though he admitted the festival may be moved to January next year to avoid a similar clash. The 10-day Berlinale runs until 20 February.\n'",entertainment,entertainment
75,"b""Yeading face Newcastle in FA Cup\n\nPremiership side Newcastle United face a trip to Ryman Premier League leaders Yeading in the FA Cup third round.\n\nThe game - arguably the highlight of the draw - is a potential money-spinner for non-League Yeading, who beat Slough in the second round. Conference side Exeter City, who knocked out Doncaster on Saturday, will travel to Old Trafford to meet holders Manchester United in January. Arsenal were drawn at home to Stoke and Chelsea will play host to Scunthorpe. The only other non-League side in the draw are Hinckley United, who held Brentford to a goalless draw on Sunday. They will meet League One leaders Luton if they win their replay against Martin Allen's team at Griffin Park.\n\nA number of Premiership teams face difficult away games against Championship sides on the weekend of 8/9 January. Third-placed Everton visit Plymouth, Liverpool travel to Burnley, Crystal Palace go to Sunderland, Fulham face Carling Cup semi-finalists Watford, Bolton meet Ipswich, while Aston Villa were drawn against Sheffield United. Premiership strugglers Norwich, Blackburn, West Brom are away at West Ham, Cardiff and Preston North End respectively. Southampton visit Northampton, having already beaten the League Two side in the Carling Cup earlier this season. Middlesbrough were drawn away against either Swindon or Notts County, while Spurs entertain Brighton at White Hart Lane.\n\nArsenal v Stoke\n\nSwindon/Notts Co v Middlesbrough\n\nMan Utd v Exeter\n\nPlymouth v Everton\n\nLeicester v Blackpool\n\nDerby v Wigan\n\nSunderland v Crystal Palace\n\nWolves v Millwall\n\nYeading v Newcastle\n\nHull v Colchester\n\nTottenham v Brighton\n\nReading v Stockport/Swansea\n\nBirmingham v Leeds\n\nHartlepool v Boston\n\nMilton Keynes Dons v Peterborough\n\nOldham v Man City\n\nChelsea v Scunthorpe\n\nCardiff v Blackburn\n\nCharlton v Rochdale\n\nWest Ham v Norwich\n\nSheff Utd v Aston Villa\n\nPreston v West Brom\n\nRotherham v Yeovil\n\nBurnley v Liverpool\n\nBournemouth v Chester\n\nCoventry v Crewe\n\nWatford v Fulham\n\nIpswich v Bolton\n\nPortsmouth v Gillingham\n\nNorthampton v Southampton\n\nQPR v Nottm Forest\n\nLuton v Hinckley/Brentford\n\nMatches to be played on weekend of 8/9 January.\n""",sport,sport
76,"b'Rolling out next generation\'s net\n\nThe body that oversees how the net works, grows and evolves says it has coped well with its growth in the last 10 years, but it is just the start.\n\n""In a sense, we have hardly started in reaching the whole population,"" the new chair of the Internet Engineering Task Force (IETF), Brian Carpenter, says. The IETF ensures the smooth running and organisation of the net\'s architecture. With broadband take-up growing, services like voice and TV will open up interesting challenges for the net. ""I think VoIP (Voice-over Internet Protocol, allowing phone calls to be made over the Net) is very important - it challenges all the old cost models of telecoms,"" says Dr Carpenter. ""Second, it challenges more deeply the business model that you have to be a service provider with a lot of infrastructure. With VoIP, you need very little infrastructure.""\n\nA distinguished IBM engineer, Dr Carpenter spent 20 years at Cern, the European Laboratory for Particle Physics. As the new chair of the IETF, his next big challenge is overseeing IPv6, the next generation standard for information transfer and routing across the web. At Cern, Dr Carpenter helped pioneer advanced net applications during the development of the world wide web, so he is well-placed to take on such a task. The net\'s growth and evolution depend on standards and protocols, and ensuring the architecture works and talks to other standards is a crucial job of the IETF. The top priority is to ensure that the standards that make the net work, are open and free for anyone to use and work with.\n\nThe net is built on a protocol called TCP/IP, which means transmission control protocol, and internet protocol. When computers communicate with the net, a unique IP address is used to send and receive information. The IETF is a large international community of network designers, operators, vendors, and researchers working on the evolution of the net\'s architecture and the way this information is sent and received. They make sure it all knits together leaving no gaps. ""We\'ve seen some interesting effects over last few years,"" explains Dr Carpenter. ""The net was growing at a fantastic rate at the end of the 90s. Then there was a bit of a glitch in 2000. ""We are now seeing a very clear phase of consolidation and renewed growth.""\n\nThat renewed growth is also being buoyed by emerging economies, like China, which are showing fast uptake of broadband net and other technologies. The number of broadband subscribers via DSL (Digital Subscriber Line) doubled in a year to 13 million, according to figures released at the end of 2004. ""The challenges we face are about continuing to produce standards to allow for that growth rate,"" explained Dr Carpenter. ""Given it [the net] was designed for the whole community, it has done well to reach millions. If you want to reach the whole population, you have to make sure it can scale up."" IPv6, the standard that will replace the existing IPv4, will allow for billions more addresses on the net, and it is gradually being worked into network infrastructure across the world. ""The actual number of addresses with IPv4 is limited to four billion IP addresses. ""That clearly is not enough when you have 10 billion people to serve, so there is technical solution, the new version of IP - IPv6. ""It has much larger address space possibilities with no practical limits,"" said Dr Carpenter. Standards are vital to something as complex as the net, and making sure standards are open and can work with across networks is a big task. The difference this next generation standard, IPv6, will make to the average net user is almost invisible. ""Our first goal is that it [IPv6] should make no difference - people should not notice a difference. ""It is like when the London telephone numbers got longer. A lot of the process will be invisible. ""People are usually given an IP address without knowing it."" Technically deployment has started and the standards for are just about settled, said Dr Carpenter.\n\nThe one problem with the net that may never disappear completely is security. To Dr Carpenter, the solution comes out of technological and human behaviour. People have to be educated about ""sensible behaviour"" he says, such as ignoring e-mails that claim you have won something.\n\n""I don\'t think it is going to get worse. People will remain concerned about security and they probably should do - just as you would be concerned walking along a dark street. ""We have to do work to make sure there are better security internet standards. It is a never-ending battle in a sense."" But, he adds: ""Even if security has improved, you still worry a bit. Unfortunately, it is just part of life. We have a duty to do what we can.""\n'",tech,tech
77,"b'Jones happy with Henson heroics\n\nWales fly-half Stephen Jones admitted he was happy to hand Gavin Henson responsibility for taking the match-winning kick against England.\n\nJones had missed three earlier shots at goal when Wales, 9-8 down, were awarded a long-range penalty with four minutes left in Cardiff. ""I knew the percentages of Gavin reaching it were far higher than me,"" Jones said. ""When he said he wanted it, there were no problems."" Jones had seen a long-range effort fall a whisker under the crossbar on the hour, before Charlie Hodgson put England in front with 10 minutes left. ""I looked at where it was and I knew I was going to struggle to make it,"" Jones added. ""I said to Gareth (Thomas, the Wales captain) \'This is touch and go.\' It was out of my range and obviously Gavin is phenomenal when it comes to distance. He was confident and fancied it. ""There were no questions that he\'d miss it the way he was playing. He had a superb game."" Jones was happy to hail Henson\'s heroic contribution to Wales\' first win over England in Cardiff since 1993. ""Physically he\'s a specimen: he\'s a balanced player, he glides when he runs and obviously he\'s got a great kicking game as well,"" Jones said.\n\n""His defence was superb, he made some great hits and he had a great game. ""I\'m glad he\'s Welsh."" Victory over England for the first time since 1999 will no doubt fuel expectations of what Wales might achieve in this year\'s Six Nations. But they now face three away fixtures in Italy, France and Scotland before completing their campaign against Ireland in Cardiff. ""People all over the world want to see Wales back at the top table of world rugby,"" said a proud coach Mike Ruddock. ""But we are not there yet. The next step is finding the consistency to get further wins. ""We have to travel this week and we can\'t afford to get too giddy about this result. ""We have got to be professional and keep focused on facing Italy.""\n\nNone more so than Henson, who can now expect to have the same sort of spotlight thrust upon him as the likes of Jonny Wilkinson and Brian O\'Driscoll. The confident 23-year-old is undaunted by the prospect of dealing with such weighty expectations however. ""I\'m the sort of player who likes pressure on me,"" he said. ""It makes me more concentrated and I think I perform better under more pressure. ""I set a high standard against England and I\'ve got to back it up next week. ""Two years ago when we played Italy I wasn\'t involved and we lost, so we\'ve got to put that right next week.""\n'",sport,sport
78,"b""Barcelona title hopes hit by loss\n\nBarcelona's pursuit of the Spanish title took a blow on Sunday as they fell to a 2-0 defeat at home to Atletico Madrid.\n\nFernando Torres gave Athletico an ideal start with a goal in the first minute. Ronaldino wasted a second-half chance to equalise for Barca when he put a penalty wide, but Torres made no such mistake with a last-minute spot-kick. The defeat, coupled with Real Madrid's 4-0 win over Espanyol on Saturday, reduces Barca's lead to four points. Former Everton midfielder Thomas Gravesen scored his first goal for Real in the comfortable victory at the Bernabeu. Zinedine Zidane had opened the scoring before Raul bagged a brace. Gravesen, who replaced Zidane, completed the scoring in the 84th minute with a low shot. David Beckham, watched by Sven-Goran Eriksson, came off in the 67th minute with a shoulder injury but should be fit for England's game against Holland. England team-mate Michael Owen came on for Raul after 76 minutes with the game already won. Real have now won six consecutive Primera Liga games since coach Wanderley Luxemburgo took charge.\n""",sport,sport
79,"b'GM in crunch talks on Fiat future\n\nFiat will meet car giant General Motors (GM) on Tuesday in an attempt to reach agreement over the future of the Italian firm\'s loss-making auto group.\n\nFiat claims that GM is legally obliged to buy the 90% of the car unit it does not already own; GM says the contract, signed in 2000, is no longer valid. Press reports have speculated that Fiat may be willing to accept a cash payment in return for dropping its claim. Both companies want to cut costs as the car industry adjusts to waning demand.\n\nThe meeting between Fiat boss Sergio Marchionne and GM\'s Rick Wagoner is due to take place at 1330 GMT in Zurich, according to the Reuters news agency.\n\nMr Marchionne is confident of his firm\'s legal position, saying in an interview with the Financial Times that GM\'s argument ""has no legs"". The agreement in question dates back to GM\'s decision to buy 20% of Fiat\'s auto division in 2000. At the time, it gave the Italian firm the right, via a \'put option\', to sell the remaining stake to GM. In recent weeks, Fiat has reiterated its claims that this \'put\' is still valid and legally binding. However, GM argues that a Fiat share sale made last year, which cut GM\'s holding to 10%, together with asset sales made by Fiat have terminated the agreement.\n\nSelling the Fiat\'s car-making unit may not prove so simple, analysts say, especially as it is a company that is so closely linked to Italy\'s industrial heritage. Political and public pressure may well push the two firms to reach a compromise. ""We are not expecting Fiat to exercise its put of the auto business against an unwilling GM at this point,"" brokerage Merrill Lynch said in a note to investors, adding that any legal battle would be protracted and damaging to the business. ""As far as we are aware, the Agnelli family, which indirectly controls at least 30% of Fiat, has not given a firm public indication that it wants to sell the auto business. ""Fiat may be willing to cancel the \'put\' in exchange for money.""\n'",business,business
80,"b'Tautou film tops Cesar prize nods\n\nFrench film A Very Long Engagement has received 12 nominations for France\'s Cesar film awards, despite a recent ruling it was ""not French enough"".\n\nThe World War I romantic drama starring Audrey Tautou, was recently ruled ""too American"" by a Paris court as it was partially backed by Warner Bros. But the Cesar organisers modified their rules to allow the film to compete. The film, directed by Jean-Pierre Jeunet, received best actress, picture and director nominations.\n\nLast November a court judged the film was too American to compete in French film festivals. Two associations of French producers challenged Jeunet\'s right to French government subsidies, because Warner Bros was a backer. The ruling meant the movie - which was filmed in France and used French actors and technicians - was not eligible to compete for French prizes. But Alain Terzian, president of Cesar organisers, the Academie des Arts et Techniques du Cinema, said the changes in eligibility rules, which allow films ""of French expression"", were made three months prior to the court decision. Other films in the best film category include Police drama 36, Quai Des Orfevres, Arnaud Desplechin\'s Kings And Queen, Abdellatif Kechiche\'s L\'Esquive and France\'s number one film at the 2004 box-office The Chorus.\n\nBest actors are Daniel Auteuil for 36, Mathieu Amalric for Kings And Queen, Gerard Jugnot for The Chorus, Philippe Torreton for L\'Equipier and Benoit Poelvoorde for Podium. Tautou will compete against Maggie Cheung , Emmanuelle Devos, Yolande Moreau and Karin Viard for best actress. Michael Moore\'s Fahrenheit 9/11, The Motorcycle Diaries, Lost in Translation, Eternal Sunshine of the Spotless Mind and 21 Grams are all vying in the best foreign film prize. The awards ceremony will be held on 26 February. This year, Will Smith, star of I, Robot, Independence Day and Men In Black, will be given an honorary Cesar, along with French singer/actor, Jacques Dutronc.\n'",entertainment,entertainment
81,"b""California sets fines for spyware\n\nThe makers of computer programs that secretly spy on what people do with their home PCs could face hefty fines in California.\n\nFrom 1 January, a new law is being introduced to protect computer users from software known as spyware. The legislation, which was approved by Governor Arnold Schwarzenegger, is designed to safeguard people from hackers and help protect their personal information. Spyware is considered by computer experts to be one of the biggest nuisance and security threats facing PC users in the coming year. The software buries itself in computers and can collect a wide range of information. At its worst, it has the ability to hijack personal data, like passwords, login details and credit card numbers. The programs are so sophisticated they change frequently and become impossible to eradicate.\n\nOne form of spyware called adware has the ability to collect information on a computer user's web-surfing. It can result in people being bombarded with pop-up ads that are hard to close. In Washington, Congress has been debating four anti-spyware bills, but California is a step ahead. The state's Consumer Protection Against Spyware Act bans the installation of software that takes control of another computer. It also requires companies and websites to disclose whether their systems will install spyware. Consumers are able to seek up to $1,000 in damages if they think they have fallen victim to the intrusive software. The new law marks a continuing trend in California towards tougher privacy rights. A recent survey by Earthlink and Webroot found that 90% of PCs are infested with the surreptitious software and that, on average, each one is harbouring 28 separate spyware programs. Currently users wanting protection from spyware have turned to free programs such as Spybot and Ad-Aware.\n""",tech,tech
82,"b'Hollywood hunts hits at Sundance\n\nThe Sundance Film Festival, the movie industry\'s top destination for uncovering the next independent hits and new talent, opens on Thursday.\n\nThe event will see screen executives decamp from Hollywood to Park City, Utah, for 11 days to search for low-key movies that could make it big in 2005. Open Water, Napoleon Dynamite, Garden State and Super-Size Me were all snapped up at last year\'s festival. But stars like Keanu Reeves and Pierce Brosnan also have films showing there. The festival is being opened by a screening of quirky comedy Happy Endings, starring former Friends actress Lisa Kudrow and Maggie Gyllenhaal, on Thursday.\n\nKudrow\'s Friends co-star, David Schwimmer, plays a divorced drunkard in Duane Hopwood, while Brosnan stars as a hit man in comedy The Matador. Keanu Reeves appears in coming-of-age tale Thumbsucker while Kevin Costner and Michael Keaton are among the other big names whose films are involved. Robert Redford founded Sundance in 1981 and it has gone on to showcase future successes such as Reservoir Dogs, The Blair Witch Project and The Full Monty. But it has received criticism that it has become more commercial and mainstream over the years. ""As much as the press argues that Sundance has completely changed, it hasn\'t changed that much,"" festival director Geoffrey Gilmore said. ""It\'s still a place for discovery. It\'s a place for common ground among film-makers and audiences more than it is the celebrity stuff."" Other films generating interest before this year\'s festival include Hustle & Flow, about an aspiring rapper, The Squid and the Whale, an autobiographical film by writer-director Noah Baumbach, and comedy/drama Pretty Persuasion. It also has two new international cinema competitions.\n'",entertainment,entertainment
83,"b'Jobs growth still slow in the US\n\nThe US created fewer jobs than expected in January, but a fall in jobseekers pushed the unemployment rate to its lowest level in three years.\n\nAccording to Labor Department figures, US firms added only 146,000 jobs in January. The gain in non-farm payrolls was below market expectations of 190,000 new jobs. Nevertheless it was enough to push down the unemployment rate to 5.2%, its lowest level since September 2001. The job gains mean that President Bush can celebrate - albeit by a very fine margin - a net growth in jobs in the US economy in his first term in office. He presided over a net fall in jobs up to last November\'s Presidential election - the first President to do so since Herbert Hoover. As a result, job creation became a key issue in last year\'s election. However, when adding December and January\'s figures, the administration\'s first term jobs record ended in positive territory.\n\nThe Labor Department also said it had revised down the jobs gains in December 2004, from 157,000 to 133,000.\n\nAnalysts said the growth in new jobs was not as strong as could be expected given the favourable economic conditions. ""It suggests that employment is continuing to expand at a moderate pace,"" said Rick Egelton, deputy chief economist at BMO Financial Group. ""We are not getting the boost to employment that we would have got given the low value of the dollar and the still relatively low interest rate environment."" ""The economy is producing a moderate but not a satisfying amount of job growth,"" said Ken Mayland, president of ClearView Economics. ""That means there are a limited number of new opportunities for workers.""\n'",business,business
84,"b'McCririck out of Big Brother show\n\nRacing pundit John McCririck has become the latest contestant to be evicted from Celebrity Big Brother.\n\nHe was nominated to leave the Channel 4 show by fellow housemates, alongside Happy Mondays dancer Bez. At one time Bez was among the most popular contestants but he has since become withdrawn and argumentative. McCririck was ordered to leave the house on Monday, following Jackie Stallone, the actor Sylvester\'s mother, who was first to be evicted. Bez reacted badly to the news that he had been nominated by five of his fellow housemates, whilst John received four votes against him. Sylvester Stallone\'s ex-wife Brigitte Nielsen nominated both John and Bez. She said: ""Bez is a difficult human being. There\'s something wrong with him. Even though he\'s making an effort, he\'s not very happy in here."" Former Holby City actor Jeremy Edwards said he had nominated Bez after he became agitated on Friday night and talked about escaping over the wall to go clubbing. He said Bez was being ""loopy"" and ""stressed"". According to bookmaker Ladbrokes, John McCririck was 1/3 favourite to be evicted on Monday while Bez was at 9/4 . McCririck faced the public vote on Friday and received 67% of the vote to keep him in the house, whilst Jackie Stallone was evicted.\n'",entertainment,entertainment
85,"b'Nintendo DS aims to touch gamers\n\nThe mobile gaming industry is set to explode in 2005 with a number of high-profile devices offering a range of gaming and other features such as movie and music playback. Market leader Nintendo, however, is releasing a handheld console that it says will revolutionise the way games are played.\n\nThe first striking thing about the DS is how retro it looks. Far from looking like a mould-breaking handheld, it looks more like Nintendo dug out a mould from a 1980s handheld prototype. The lightweight clam shell device opens up to reveal two screens, and when switched on it instantly reveals its pedigree. Both screens are crisp and clear while the bottom of the two is touch sensitive. Nintendo has given developers free rein to utilise the dual screens and ability to control the action by simply touching the screen.\n\nThe Japanese gaming giant hopes the DS will maintain the firm\'s pre-eminence in an increasingly-competitive mobile gaming market.\n\nNintendo first launched its GameBoy console in 1989 and has dominated the market ever since. But its lead can no longer be taken for granted. Sony will enter the market later this year with its PlayStation Portable, while start-up companies Gizmondo and Tapwave Zodiac are also offering hybrid devices. ""We believe the DS will appeal to all ages, both genders and gamers of any skill,"" said David Yarnton, Nintendo Europe\'s general manager said at the recent press launch for the handheld. With its two screens, wireless connectivity and backwards compatibility with the GameBoy Advance, the DS certainly has a number of unique selling points. It went on sale in the US in mid-November priced $150 and Nintendo says sales have exceeded expectations, without giving detailed figures. Japan and Europe will have to wait until the first quarter of 2005 to get the device. With more than two million pre-orders for the device in Japan, Nintendo is confident it will keep its number one spot. But will the device prove to be as revolutionary as claimed? The game ships with a demo of Metroid Hunters - a 3D action title which can be played alone or with a group of friends using the machine\'s wireless capabilities. It certainly looks impressive on the small machine and plays smoothly even with a group of people.\n\nThe game can be controlled by using the supplied stylus to aim. The top screen is used to navigate the action while the bottom screen offers a top-down map and the ability to switch weapons. It is certainly a unique control method and while it makes aiming more controlled it can be a little disorientating. Super Mario 64 DS is a faithful re-creation of the Nintendo 64 classic with a host of new mini-games and new levels. The game looks stunning on the portable machine and the sound too is impressive for such a small machine. One thing is for certain. Hardened gamers will have to learn to adapt to a new way of playing while it could prove to be an accessible way in to gaming for novices, Ultimately the success or failure of the device lies in the hands of developers. If they manage to create titles which use the Nintendo DS\'s key features then a whole new market of gamers could open up. The fear is that the touch screen and voice recognition are treated as little more than gimmicks.\n'",tech,tech
86,"b'Lib Dems stress Budget trust gap\n\nPublic trust in the handling of the economy can only be restored if Gordon Brown opens up his books for unbiased inspection, say the Lib Dems.\n\nCity experts say there is a \xc2\xa310bn ""black hole"" in the public finances, a claim denied by the chancellor. Lib Dem spokesman Vince Cable said the public did not know who to believe and the National Audit Office should judge. Responding to the pre-Budget report, Mr Cable also attacked Labour\'s ""unfair"" and over-complicated taxes.\n\nIn his report, Mr Brown insisted he was on course to meet his ""golden rule"" of borrowing only to invest, rather than for day-to-day spending, over the course of the economic cycle. Mr Cable said people did not know whether to believe the chancellor or the consensus among experts which said the rule would be broken. ""There is an issue of credibility and trust,"" he said. ""We cannot have a continuation of a situation where the chancellor sets his own tests and then marks them. ""What we need is the equivalent of a thorough Ofsted inspection of the government\'s accounts."" He asked what the government had to hide.\n\nMr Cable also accused the chancellor of ducking tough choices. He argued: ""There are serious challenges ahead from the falling dollar and from the rapid downturn in the UK housing market and rising personal debt. But they have not been confronted."" Mr Brown confirmed he was setting aside another \xc2\xa3520m for the conflicts in Iraq and Afghanistan. Mr Cable compared that new cost with the \xc2\xa3500m needed for Britain\'s role in the entire first Gulf War - when 80% of the bill had been met through help from European and Arab nations. He suggested keeping British troops in Iraq could cost another \xc2\xa31bn with the government also planning to spend at least \xc2\xa33bn for identity cards. The current economic climate meant Britain could not afford the ""reckless, George Bush-style tax cutting spree"" planned by the Tories, he said. Instead, what was needed was simple and fair taxation rather than the ""complete mess"" produced by Mr Brown\'s endless tinkering.\n\nMr Cable said 40% of all pensioners were now paying marginal tax rates of 50%. And one-and-a-half million hard working families were paying 60% marginal tax rates. With that record, he asked why ministers attacked Lib Dem plans for a new 50% tax rate for the ""very rich"" - those earning more than \xc2\xa3100,000 a year. Mr Brown earmarked \xc2\xa31bn to help keep down council tax rises next year. But the Lib Dem spokesman questioned whether that money was being found from cuts to education and health. He urged the government to scrap the ""grossly unfair"" tax completely. The Lib Dems want it replaced with a local income tax. In response, Mr Brown stressed the Iraq money came from a reserve funds. It was because he had rejected previous Lib Dem proposals, such as scrapping the New Deal, that Britain\'s economy was successful, claimed Mr Brown.\n'",politics,politics
87,"b'Gebrselassie in London triple bid\n\nDouble Olympic 10,000m champion Haile Gebrselassie will race in the London Marathon for the next three years.\n\nThe Ethiopian legend won Sunday\'s Almeria half-marathon in Spain on his return from an operation on his Achilles tendon. He was third in London in 2002 in his first serious attempt at the marathon. ""It is a coup for us to secure Haile\'s presence for the next three years and it guarantees a quality race,"" said race director David Bedford. Gebrselassie will face Olympic champion Stefano Baldini, world champion Jaouad Gharib, and arch-rival Paul Tergat, the current world record holder. ""If I didn\'t think I could win I would not be here,"" said Gebrselassie, who has set world records on 18 occasions in his illustrious career and is keen to add the marathon record to his collection. ""There are a lot of fantastic runners in the race but I shall be doing my utmost to upset them.""\n'",sport,sport
88,"b""Tarantino 'to make Friday sequel'\n\nDirector Quentin Tarantino is in talks to write and direct a new instalment in the Friday the 13th horror franchise, according to the Hollywood Reporter.\n\nThe film-maker will reportedly meet executives from New Line Cinema this week to discuss the 12th film in the long-running 'stalk and slash' series. The original film, released in 1980, has spawned ten sequels based around mask-wearing murderer Jason Voorhees. The most recent, Freddy Vs Jason, was released in summer 2003. That film saw Jason battle Freddy Krueger, star of the Nightmare on Elm Street franchise. According to the industry newspaper, New Line had been trying to make another sequel involving Ash, the hero of the Evil Dead movies, but was unable to agree terms with director Sam Raimi. Tarantino is said to be intrigued by the prospect of building a new film around one of the horror genre's most recognised figures. First, however, he is scheduled to direct the season finale of US television series CSI: Crime Scene Investigation. Filming is due to start in early April. Tarantino's episode, for which he also wrote the original story, will be broadcast in the US on 19 May.\n""",entertainment,entertainment
89,"b""Saudi NCCI's shares soar\n\nShares in Saudi Arabia's National Company for Cooperative Insurance (NCCI) soared on their first day of trading in Riyadh.\n\nThey were trading 84% above the offer price on Monday, changing hands at 372 riyals ($99; \xc2\xa353) after topping 400 early in the day. Demand for the insurer's debut shares was strong - 12 times what was on sale. The listing was part of the country's plans to open up its insurance market and boost demand in the sector. Deregulation is expected to boost demand for accident and damage cover.\n\nPreviously, only NCCI has been legally allowed to offer insurance products within Saudi Arabia. However, the authorities have turned a blind eye to the many other firms selling insurance. Saudi Arabia now wants a fully functioning insurance industry and is introducing legislation that will clamp down on unauthorised companies. Policy-makers also want to make having insurance more of a requirement, but first have to take steps to boost public confidence in the system, analysts said. As a result, NCCI is being developed as the industry's flagship firm - publicly-listed, with audited accounts. Saudi Arabia sold 7 million NCCI shares, or about 70% of the company's total capital last month. More than 800,000 applicants got 9 shares each for 205 riyals apiece.\n""",business,business
90,"b'IAAF awaits Greek pair\'s response\n\nKostas Kenteris and Katerina Thanou are yet to respond to doping charges from the International Association of Athletics Federations (IAAF).\n\nThe Greek pair were charged after missing a series of routine drugs tests in Tel Aviv, Chicago and Athens. They have until midnight on 16 December and an IAAF spokesman said: ""We\'re sure their responses are on their way."" If they do not respond or their explanations are rejected, they will be provisionally banned from competition. They will then face a hearing in front of the Greek Federation, which will ultimately determine their fate. Their former coach Christos Tzekos has also been charged with distributing banned substances. Under IAAF rules, the athletes could receive a maximum one-year suspension. Kenteris and Thanou already face a criminal trial after being charged with avoiding a drug test on the eve of the Athens Olympics and then faking a motorcyle crash.\n\nNo date for the trial has yet been set and again Tzekos is also facing charges. The IAAF issued an official warning to the trio last year after they were discovered training in Qatar rather than in Crete, where they had said they would be. All athletes must inform their national federations where they are at all times, so they can be available for out-of-competition drugs tests. But Kenteris and Thanou then went on to skip tests in Tel Aviv and Chicago, when they decided to fly back to Greece early. Then just before the Olympics, the pair dramatically missed another test in Athens and withdrew from the Games.\n'",sport,sport
91,"b'Wenger shock at Newcastle dip\n\nArsenal manager Arsene Wenger has admitted he is at a loss to explain why Newcastle are languishing in the bottom half of the table.\n\nThe Gunners travel to St James\' Park on Wednesday, with Newcastle 14th in the Premiership after a troubled season. And Wenger said: ""At the beginning of the season you would expect them to be fighting for the top four. ""I don\'t know how they got to be where they are. It looks to me from the outside that they have many injuries.""\n\nArsenal go into the game on the back of a 2-0 victory over Fulham on Sunday. And Wenger added: ""The best way to prepare for a game is to win the previous one. We will go to Newcastle in good shape. ""Fatigue won\'t play too big a part in the next few weeks as we have players coming back so I can rotate a bit more. ""We do not play a season with 11 players and I believe that all of our squad deserve a chance in the team."" Striker Thierry Henry, along with Robert Pires, scored against Fulham. And Henry afterwards described the display as ""beautiful to watch"". He said: ""What matters is winning and the three points, of course. That is the only thing that really matters. But it is more enjoyable when you play like we did against Fulham. ""We are playing as a team and that is important because there were some games when we maybe were not there as a team and suffered for that. Those were games we lost.""\n'",sport,sport
